Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Story,Budget,Gross US & Canada,Opening weekend US & Canada,Gross worldwide,Cost,Income
Ye habe ghand,2011,PG,116.0,https://m.media-amazon.com/images/M/MV5BY2VhYjFlMjEtMjI3Zi00OGJkLWExNzUtNzUzZTA1YzA5MzRjXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,,"['Comedy', 'Drama', 'Family']",7.1,4205,['Iran'],['Reza Mirkarimi'],"['Mohammad Reza Gohari', 'Reza Mirkarimi']","['Reza Kianian', 'Negar Javaherian', 'Farhad Aslani']","The story happens in an old house in an old city of Iran. Because of the wedding of the youngest sister, Pasandide, all of her sisters come to their old house to help their mother.",,,,,,
Bhramaram,2009,,150.0,https://m.media-amazon.com/images/M/MV5BZmM2YWI1NTktZTBjYy00N2ExLThhYjQtMmJmOWY2MzlmMTEwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,https://www.imdb.com/video/vi1599125529/,"['Crime', 'Drama', 'Thriller']",7.4,1743,['India'],['Blessy'],['Blessy'],"['Mohanlal', 'Madhan Bob', 'Bhoomika Chawla']",A jeep driver finds his old schoolmates to prove his innocence after 30 years.,,,,,,
Revelation Road 2: The Sea of Glass and Fire,2013,Not Rated,90.0,https://m.media-amazon.com/images/M/MV5BMTcyOTEzMTYzNF5BMl5BanBnXkFtZTgwOTc5NDIwMDE@._V1_.jpg,https://www.imdb.com/video/vi2375267865/,"['Action', 'Fantasy']",4.8,1024,['United States'],['Gabriel Sabloff'],"['Sean Paul Murphy', 'Gabriel Sabloff']","['David A.R. White', 'Brian Bosworth', 'Andrea Logan']","With the Rapture now history, traveling salesman Josh becomes a warrior on the road in his plan to return home, but God guides others to help make Josh part of His plan.",,"$4,871","$3,722","$4,871",,"$4,871"
The Pelayos,2012,,100.0,https://m.media-amazon.com/images/M/MV5BMDg1ODAyYmYtYzkwZS00NTlhLWFiNDgtODYzYWJlMjhkY2M5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,https://www.imdb.com/video/vi3299392025/,"['Action', 'Drama']",5.4,1774,['Spain'],['Eduard Cortés'],"['Eduard Cortés', 'Piti Español']","['Daniel Brühl', 'Lluís Homar', 'Miguel Ángel Silvestre']",Three Spanish guys create a code to win money at the casinos.,,,,"$2,044,056",,"$2,044,056"
La meute,2010,R,84.0,https://m.media-amazon.com/images/M/MV5BNTY2MzJiYTktM2YwNC00MjEyLWJlM2YtYjQ1NmZlOGRjOTczXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,https://www.imdb.com/video/vi2574295321/,['Horror'],4.8,2253,"['France', 'Belgium']",['Franck Richard'],['Franck Richard'],"['Yolande Moreau', 'Émilie Dequenne', 'Benjamin Biolay']","One winter morning, while driving through the desolate French countryside, traveler Charlotte picks up hitchhiker Max. Together they stop at a roadside diner, where a strange and depraved horror awaits.","€2,870,000 (estimated)",,,"$274,839","€2,870,000 (estimated)","$274,839"
Losejas,2014,Not Rated,109.0,https://m.media-amazon.com/images/M/MV5BMjMwMDQzMzM5Ml5BMl5BanBnXkFtZTgwNzQyNzE4MDE@._V1_.jpg,https://www.imdb.com/video/vi2106763289/,"['Drama', 'Thriller']",7.1,1702,['Lithuania'],['Ignas Jonynas'],"['Ignas Jonynas', 'Kristupas Sabolius']","['Vytautas Kaniusonis', 'Oona Mekas', 'Rimas Blockis']","Paramedic Vincentas is a passionate gambler, who is forced to make radical decisions to return the debts. An idea strikes Vincentas to create an illegal game related to his profession. Love, life and death will be at stake.","LTL 860,000 (estimated)",,,"$450,747","LTL 860,000 (estimated)","$450,747"
Ex,2009,,120.0,https://m.media-amazon.com/images/M/MV5BMTkwODE4ODg2MV5BMl5BanBnXkFtZTcwNjc2MzYwNA@@._V1_.jpg,https://www.imdb.com/video/vi581287193/,"['Comedy', 'Romance']",6.2,2256,"['Italy', 'France']",['Fausto Brizzi'],"['Fausto Brizzi', 'Massimiliano Bruno', 'Riccardo Cassini']","['Claudia Gerini', 'Flavio Insinna', 'Silvio Orlando']",Couples in trouble cross paths in this bittersweet comedy.,"€10,000,000 (estimated)",,,"$16,843,486","€10,000,000 (estimated)","$16,843,486"
Picture Day,2014,R,93.0,https://m.media-amazon.com/images/M/MV5BMTk0NzA4Nzk4NF5BMl5BanBnXkFtZTcwMzY2NzM1OA@@._V1_.jpg,https://www.imdb.com/video/vi3513099801/,"['Comedy', 'Drama']",6.3,1325,['Canada'],['Kate Melville'],['Kate Melville'],"['Tatiana Maslany', 'Spencer Van Wyck', 'Steven McCarthy']",A rebellious teenager forced to repeat her last year of high school is caught between adolescence and adulthood - and between two very different male admirers.,,,,,,
Muhammad Ali&apos;s Greatest Fight,2013,Not Rated,97.0,https://m.media-amazon.com/images/M/MV5BMmU1MmQyODAtNjM3MC00NzE3LWFkMzMtZjRmOGZiMTE5MjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.imdb.com/video/vi2267530009/,"['Biography', 'Drama']",6.7,2577,['United States'],['Stephen Frears'],"['Howard L. Bingham', 'Shawn Slovo', 'Mark Wallace']","['Christopher Plummer', 'Frank Langella', 'Ed Begley Jr.']","Ali&apos;s biggest match, his fight with the US government. A film about the politics and hubris surrounding the Vietnam War and the revenge exacted on America&apos;s greatest sportsman of the 20th century because he refused to fight in tha...",,,,,,
X-Large,2011,,140.0,https://m.media-amazon.com/images/M/MV5BZmJhMjVkYjktMDlkOC00MmU0LTg1ZmUtN2YwMWQ2MmM3ZGQ3XkEyXkFqcGdeQXVyNDk5NTMxOTM@._V1_.jpg,,"['Comedy', 'Drama', 'Family']",7.3,3837,['Egypt'],['Sharif Arafah'],['Ayman Bahgat Kamar'],"['Ahmed Helmy', 'Donia Samir Ghanem', 'Ibrahim Nasr']","Magdi is a young man who lives alone because of his obesity which keeps him away from his friends. He gets into many situations that makes him uncomfortable, so he decides to ask his uncle for help.","$3,500,000 (estimated)",,,"$89,525","$3,500,000 (estimated)","$89,525"
The Last Push,2016,Not Rated,85.0,https://m.media-amazon.com/images/M/MV5BMjA0NDI3NzgxNV5BMl5BanBnXkFtZTcwMzY3MTM5OQ@@._V1_.jpg,https://www.imdb.com/video/vi735054105/,"['Drama', 'Sci-Fi']",5.3,1827,['United States'],['Eric Hayden'],['Eric Hayden'],"['Khary Payton', 'Lance Henriksen', 'Brian Baumgartner']","When a tragic accident cuts short the first manned mission to explore life on the moons of Jupiter, Michael Forrest must make the 3 year journey home to Earth in pure solitude.",,,,,,
The Encounter: Paradise Lost,2012,,104.0,https://m.media-amazon.com/images/M/MV5BNTcyODU2Mzg3MF5BMl5BanBnXkFtZTgwNTI0NzE1NTE@._V1_.jpg,https://www.imdb.com/video/vi3499406873/,['Drama'],5.7,1180,['United States'],['Bobby Smyth'],['Sean Paul Murphy'],"['David A.R. White', 'Bruce Marchiano', 'Gary Daniels']",Seven years after the world&apos;s most devastating tsunami in Thailand six strangers find themselves trapped in a beach side resort on the brink of an oncoming hurricane. Each of their hearts are broken and silently cry out on the mos...,,,,,,
Money for Nothing: Inside the Federal Reserve,2013,Not Rated,104.0,https://m.media-amazon.com/images/M/MV5BMjEzODY5MzQ4OF5BMl5BanBnXkFtZTgwNTcxMDMwMDE@._V1_.jpg,https://www.imdb.com/video/vi1354349337/,"['Documentary', 'History', 'News']",7.3,1135,"['United States', 'Canada']",['Jim Bruce'],['Jim Bruce'],"['Liev Schreiber', 'Paul Volcker', 'Janet Yellen']","Nearly 100 years after its creation, the power of the U.S. Federal Reserve has never been greater. Markets and governments around the world hold their breath in anticipation of the Fed Chairman&apos;s every word. Yet the average person...",,"$88,045",,"$88,045",,"$88,045"
Dark Circles,2013,R,87.0,https://m.media-amazon.com/images/M/MV5BMjAwODcyMTM1Ml5BMl5BanBnXkFtZTcwNTk1NjM1Nw@@._V1_.jpg,https://www.imdb.com/video/vi2258085401/,['Horror'],5.0,4344,['United States'],['Paul Soter'],['Paul Soter'],"['Brett Beoubay', 'Jamie Bernstein', 'Ashley Braud']",Alex and Penny are sick of the hectic city life and decide a move out to the country to raise their newborn child. But they don&apos;t expect the horrors threatening their relationship and family.,,,,,,
Linewatch,2008,R,90.0,https://m.media-amazon.com/images/M/MV5BMDcxODA4ZmUtNWVjMi00MWFmLTkxY2ItNDEwOGI3NGVlZDdkXkEyXkFqcGdeQXVyMTg5ODY4NDM@._V1_.jpg,https://www.imdb.com/video/vi1800470553/,"['Crime', 'Drama', 'Thriller']",5.4,3021,['United States'],['Kevin Bray'],['David W. Warfield'],"['Cuba Gooding Jr.', 'Omari Hardwick', 'Evan Ross']",A US Border Patrol agent is recognized by members of the vicious LA gang he used to be a part of and is forced to help them smuggle drugs into the country.,"$5,000,000 (estimated)",,,,"$5,000,000 (estimated)",
Türkler Çildirmis Olmali,2009,,100.0,https://m.media-amazon.com/images/M/MV5BNzhmYTQ4N2UtY2RjZC00MmFhLWJjODEtZWM0YjczMWVkZDJlXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_.jpg,,"['Action', 'Adventure', 'Comedy']",2.9,1234,['Turkey'],['Murat Aslan'],['Murat Aslan'],"['Peker Açikalin', 'Önder Açikbas', 'Durul Bazan']",A rich Turkish family is captured by Somali pirates. Turkish government sends a team of cons to rescue them.,"$4,000,000 (estimated)",,,"$1,784,156","$4,000,000 (estimated)","$1,784,156"
Gekijôban Poketto Monsutâ: Daiyamondo &amp; Pâru - Gen&apos;ei no hasha Zoroâku,2010,Not Rated,96.0,https://m.media-amazon.com/images/M/MV5BYTE0NzhhMTktOWI4Zi00YTljLWE1NGUtYmQ2NTVlZWMxZmI5XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg,,"['Animation', 'Action', 'Family']",6.1,2270,['Japan'],['Kunihiko Yuyama'],"['Satoshi Tajiri', 'Hideki Sonoda']","['Ikue Ôtani', 'Sarah Natochenny', 'Wayne Grayson']","A greedy, manipulative media mogul seeks to capture Celebi for nefarious purposes, using the shape-shifting Pokémon Zoroark to hunt it down.",,,,"$71,143,529",,"$71,143,529"
The Perfect Sleep,2009,R,99.0,https://m.media-amazon.com/images/M/MV5BM2U5NGEwNmMtYjcwYy00YzMwLWJiNTItZTNiOGQ3OWQ4N2JmXkEyXkFqcGdeQXVyMjA1NTc3MQ@@._V1_.jpg,https://www.imdb.com/video/vi1503987225/,"['Action', 'Drama', 'Romance']",4.4,1168,['United States'],['Jeremy Alter'],['Anton Pardoe'],"['Anton Pardoe', 'Anthony Dilio', 'David Beck']","Against the backdrop of a noirish dreamscape, a tortured man returns to the city he swore he would never return to, in order to save the woman he has always loved yet can never have.",,,,,,
The Dark Lurking,2011,R,97.0,https://m.media-amazon.com/images/M/MV5BMTMxNjA1NDY2MV5BMl5BanBnXkFtZTcwNzYxNjk0Mg@@._V1_.jpg,https://www.imdb.com/video/vi2690581273/,"['Action', 'Horror', 'Sci-Fi']",3.2,1963,['Australia'],['Gregory Connors'],['Gregory Connors'],"['Tonia Renee Hammerich', 'Bret Kennedy', 'Ozzie Devrish']",The eight remaining survivors of a secret research facility barricade themselves away from a horde of ancient and deadly creatures.,"$1,000,000 (estimated)",,,,"$1,000,000 (estimated)",
Saare Jahaan Se Mehnga...,2013,Not Rated,120.0,https://m.media-amazon.com/images/M/MV5BZDA1YzlmZTEtMjA1Zi00NzgzLWI0ZTQtODRhY2UxNTA2YWRhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,https://www.imdb.com/video/vi95338009/,"['Comedy', 'Drama']",7.0,1338,['India'],['Anshul Sharma'],"['Vijay Manral', 'Mr. Moris', 'Roopesh Thapliyal']","['Annapoorna', 'V.M. Badola', 'Rampal Barsewal']","A man under pressure due to the countrys growing inflation rates comes up with a unique idea to deal with the rising prices. However, things go wrong and his naivety lands him in big trouble.","₹20,000,000 (estimated)",,,,"₹20,000,000 (estimated)",
Rushlights,2013,R,98.0,https://m.media-amazon.com/images/M/MV5BMzE0NDE1NTM4OF5BMl5BanBnXkFtZTcwNTI4MTA2OQ@@._V1_.jpg,https://www.imdb.com/video/vi1399367193/,"['Crime', 'Drama', 'Romance']",5.6,3305,['United States'],['Antoni Stutz'],"['Antoni Stutz', 'Ashley Scott Meyers']","['Beau Bridges', 'Haley Webb', 'Josh Henderson']","Billy and Sarah, two delinquent teenage lovers from the suburbs of Los Angeles, travel to a small southern town to falsely claim a dead friend&apos;s inheritance.",,,,,,
Bbuddah... Hoga Terra Baap,2011,Not Rated,114.0,https://m.media-amazon.com/images/M/MV5BZWE1NmViZjQtMTU2NS00NzE0LWJmYWUtMjk0ZWFhYzkwMDYzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,"['Action', 'Comedy', 'Crime']",5.6,3011,['India'],['Puri Jagannadh'],"['Inaamulhaq', 'Puri Jagannadh', 'Ajay Kumar']","['Amitabh Bachchan', 'Hema Malini', 'Sonu Sood']","A quick-tempered, flamboyantly-dressed, retired hit-man returns to India for one last job. Just don&apos;t call him &quot;Buddah&quot;","₹100,000,000 (estimated)",,,"$163,533","₹100,000,000 (estimated)","$163,533"
Encarnação do Demônio,2008,Not Rated,94.0,https://m.media-amazon.com/images/M/MV5BZWVjODYxOTMtMmRhMC00MDMzLTk1MDQtMTg1ZTI3N2ZjZTE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTAwNDM3OA@@._V1_.jpg,,['Horror'],5.9,1759,['Brazil'],['José Mojica Marins'],"['Dennison Ramalho', 'José Mojica Marins']","['José Mojica Marins', 'Jece Valadão', 'Adriano Stuart']",The gravedigger Zé do Caixão continues his search for the perfect woman to bear his son.,,,,"$91,780",,"$91,780"
L&apos;emmerdeur,2008,,86.0,https://m.media-amazon.com/images/M/MV5BYjI4NTNhMjAtYmI1Mi00NmQ1LTk1MGQtYzIyMzljNTIzZmJiXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_.jpg,,['Comedy'],5.3,1009,['France'],['Francis Veber'],['Francis Veber'],"['Richard Berry', 'Patrick Timsit', 'Pascal Elbé']",An unlikely friendship develops between a hitman and a suicidal guy who have both checked into the same hotel for different reasons.,,,,"$2,030,916",,"$2,030,916"
Tango libre,2012,,98.0,https://m.media-amazon.com/images/M/MV5BMTYwNTg4NzExNF5BMl5BanBnXkFtZTgwNjgzNjAzMTE@._V1_.jpg,,"['Drama', 'Romance']",6.1,1147,"['France', 'Belgium', 'Luxembourg']",['Frédéric Fonteyne'],"['Anne Paulicevich', 'Philippe Blasband']","['François Damiens', 'Sergi López', 'Jan Hammenecker']",A prison guard is attracted to a woman at his weekly tango class. They meet again when she visits her husband in the prison where he works and he is drawn into her complicated romantic life. Meanwhile the prisoners are learning th...,"€3,990,000 (estimated)",,,"$612,377","€3,990,000 (estimated)","$612,377"
Enter the Dangerous Mind,2015,,88.0,https://m.media-amazon.com/images/M/MV5BY2NmN2IyMTgtMDE0OC00MWEzLTllODItYmVlNzUxNzg2MDlkXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_.jpg,https://www.imdb.com/video/vi803974681/,['Thriller'],5.1,1127,['United States'],"['Youssef Delara', 'Victor Teran']",['Victor Teran'],"['Jake Hoffman', 'Thomas Dekker', 'Scott Bakula']","A reclusive American composer with an online following has a tentative romance with a beautiful social worker. This offers a glimmer of hope, but his mind fractures as the voices in his head grow louder and more destructive.","$800,000 (estimated)",,,,"$800,000 (estimated)",
Get Lucky,2013,Not Rated,86.0,https://m.media-amazon.com/images/M/MV5BYzU3ZTQ5N2MtZjUwZS00ZTk4LWJmZDUtYWM3ZDdmZDk4MGQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,https://www.imdb.com/video/vi2252915481/,['Action'],4.3,1598,['United Kingdom'],['Sacha Bennett'],"['T.J. Ramini', 'Walter Taylaur', 'Sacha Bennett']","['Luke Treadaway', 'Emily Atack', 'Craig Fairbrass']","Brothers Lucky and Raphael have always lived on the wrong side of the law. When a &quot;job&quot; goes very wrong and Lucky finds himself in debt to local heavies, Sebastian and Kramer, he is forced to join his wayward brother on the bigges...","$5,000,000 (estimated)",,,,"$5,000,000 (estimated)",
Sune på bilsemester,2013,,95.0,https://m.media-amazon.com/images/M/MV5BMjI4MzczODUzMF5BMl5BanBnXkFtZTgwNTQ2NjU3MDE@._V1_.jpg,,"['Comedy', 'Family']",3.8,1351,['Sweden'],['Hannes Holm'],"['Hannes Holm', 'Anders Jacobsson', 'Sören Olsson']","['William Ringström', 'Morgan Alling', 'Anja Lundqvist']","Sune and his family discovers an old painting that could be worth a fortune. There&apos;s only one problem, it lacks a signature. Follow the Anderssons in a wacky roadtrip through Europe, filled with crazy fun.",,,,"$7,175,709",,"$7,175,709"
Salvando al Soldado Pérez,2011,PG-13,105.0,https://m.media-amazon.com/images/M/MV5BMjA5NzM5NzU4OV5BMl5BanBnXkFtZTcwMDU5ODA3NA@@._V1_.jpg,https://www.imdb.com/video/vi869178393/,"['Adventure', 'Comedy', 'Western']",5.9,1978,['Mexico'],['Beto Gómez'],"['Francisco Payó González', 'Beto Gómez']","['Miguel Rodarte', 'Jesús Ochoa', 'Joaquín Cosio']",A Mexican crime lord is forced by his mother to plan a suicidal rescue mission to find his lost brother in the most unexpected place on Earth...,,"$1,400,726","$664,517","$9,330,465",,"$9,330,465"
11&apos;e 10 Kala,2009,Not Rated,110.0,https://m.media-amazon.com/images/M/MV5BYjBmODA2OWMtOGRkYy00MGE1LTg2OWMtMmY5NWY0NmVlMDhhXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_.jpg,,['Drama'],7.2,2760,"['Turkey', 'France', 'Germany']",['Pelin Esmer'],['Pelin Esmer'],"['Nejat Isler', 'Mithat Esmer', 'Laçin Ceylan']","Mithat Bey is a retired civil servant. Ali is the doorman of his apartment. The two men belong to different worlds, unless they live in the same apartment. But life brings the two together for the same purpose. The building they l...",,,,"$73,231",,"$73,231"
The Citizen,2013,PG-13,99.0,https://m.media-amazon.com/images/M/MV5BNjMwMjUxMzUxNF5BMl5BanBnXkFtZTcwNDIyNTUzOA@@._V1_.jpg,https://www.imdb.com/video/vi539796761/,['Drama'],6.7,3335,['United States'],['Sam Kadi'],"['Jazmen Darnell Brown', 'Sam Kadi', 'Samir Younis']","['Khaled Nabawy', 'Agnes Bruckner', 'Rizwan Manji']","An Arab immigrant wins the American green card lottery, arriving in New York City on September 10, 2001.",,"$24,296",$368,"$48,767",,"$48,767"
Werner - Eiskalt!,2011,,93.0,https://m.media-amazon.com/images/M/MV5BMTEyZDQ2NjItNGY3Yi00NDViLWE4ODAtOGI1YTA3MjQwMGIzL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_.jpg,,"['Animation', 'Comedy']",4.3,1299,['Germany'],['Gernot Roll'],"['Rötger Feldmann', 'Thomas Platt', 'Herman Weigel']","['Rötger Feldmann', 'Ivonne Schönherr', 'Marysol Fernandez']","&apos;Brösel&apos; creator of German cult comic &apos;Werner&apos; contemplates about his life, work and death to overcome his biggest defeat yet in this interconnected fifty-fifty animation live action flick.",,,,"$4,365,667",,"$4,365,667"
Återträffen,2013,,90.0,https://m.media-amazon.com/images/M/MV5BNzI4NTk2Nzk5Ml5BMl5BanBnXkFtZTgwODMyMzA0MDE@._V1_.jpg,https://www.imdb.com/video/vi3156195353/,['Drama'],6.8,5081,['Sweden'],['Anna Odell'],"['Michael S. Kaufman', 'Anna Odell']","['Anna Odell', 'Anders Berg', 'David Nordström']","A famous artist isn&apos;t invited to her class reunion. She makes a film about what could&apos;ve happened if she had gone there and confronted her bullies, and later shows that film to her former classmates.",,,,"$2,397,518",,"$2,397,518"
A Band Called Death,2013,Not Rated,96.0,https://m.media-amazon.com/images/M/MV5BMTU1NjAzMjc1M15BMl5BanBnXkFtZTcwOTk4NDY0OQ@@._V1_.jpg,https://www.imdb.com/video/vi2032379417/,"['Documentary', 'Biography', 'Music']",7.5,3954,['United States'],"['Mark Christopher Covino', 'Jeff Howlett']",[],"['Bobby Hackney', 'David Hackney', 'Dannis Hackney']","A documentary on the 1970s punk trio Death, and their new-found popularity decades after they disbanded.",,"$127,257","$34,839","$127,257",,"$127,257"
To tango ton Hristougennon,2011,,102.0,https://m.media-amazon.com/images/M/MV5BNDU1ZDU0YzgtMzlhMi00NzA3LWI4ZDMtM2E0Zjk5MGRlODZkXkEyXkFqcGdeQXVyMzQ3Nzk5MTU@._V1_.jpg,,"['Drama', 'Romance']",7.1,3694,['Greece'],['Nikos Koutelidakis'],"['Vagelis Nassis', 'Giannis Xanthoulis']","['Giannis Bezos', 'Giannis Stankoglou', 'Antinoos Albanis']","At the time of the Greek junta, in an isolated army camp, a lieutenant forces a soldier to teach him the tango in order to ask the wife of his Colonel to dance with him.",,,,"$1,927,222",,"$1,927,222"
Schaste moe,2011,Not Rated,127.0,https://m.media-amazon.com/images/M/MV5BYTQzZDMyMzgtZjNiYi00MTRkLWE3NDMtNWYxNmRlZmZjYWMyXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_.jpg,,['Drama'],6.8,2601,"['Germany', 'Ukraine', 'Netherlands']",['Sergey Loznitsa'],['Sergey Loznitsa'],"['Viktor Nemets', 'Vladimir Golovin', 'Aleksey Vertkov']","A few days in the life of truck driver Georgi, which seems to be a never-ending nightmare, a spiral of violence and abuses of power.",,"$6,298","$2,077","$56,857",,"$56,857"
Prêt-à-jeter,2010,,75.0,https://m.media-amazon.com/images/M/MV5BNGMyNzJmYTgtNzA3NC00YzY0LWE1YjItMDIwZjdjMGJlMjEwXkEyXkFqcGdeQXVyNDg1NjA2OA@@._V1_.jpg,,['Documentary'],8.0,2292,"['France', 'Spain']",['Cosima Dannoritzer'],['Cosima Dannoritzer'],"['Richard Jones', 'Molly Malcolm', 'Steve Bunn']",This is the story of companies who engineered their products to fail.,,,,,,
Viva la libertà,2013,Not Rated,94.0,https://m.media-amazon.com/images/M/MV5BMTg2MTc5ODI0NV5BMl5BanBnXkFtZTgwNjExMzcyNjE@._V1_.jpg,,"['Comedy', 'Drama']",6.9,4678,['Italy'],['Roberto Andò'],"['Roberto Andò', 'Angelo Pasquini']","['Toni Servillo', 'Valerio Mastandrea', 'Valeria Bruni Tedeschi']","When a politician disappears, his (mad) twin brother is brought to replace him.","€5,000,000 (estimated)","$48,541","$5,272","$3,768,967","€5,000,000 (estimated)","$3,768,967"
Kerala Varma Pazhassi Raja,2009,Not Rated,195.0,https://m.media-amazon.com/images/M/MV5BZjg2ZTE5ZjItYmEyMS00MzZjLWEwMmYtNmY4NWQ5ODk1ODdhXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,https://www.imdb.com/video/vi3143219225/,"['Action', 'Biography', 'Drama']",7.7,3334,['India'],['T. Hariharan'],"['M.T. Vasudevan Nair', 'Manisha Korde', 'Manoj Santoshi']","['Mammootty', 'Mohanlal', 'R. Sarathkumar']","Kerala Varma Pazhassi Raja is a 2009 Malayalam historical drama film based on the life of Pazhassi Raja, a Hindu king who fought against the British in the 18th century.","₹270,000,000 (estimated)",,,,"₹270,000,000 (estimated)",
